Location.City,Location.State,Data.Shape,Data.Description excerpt,Dates.Sighted.Year
burlington,WA,triangle,Triangle fire-like ball over Burlington,2011
camas,WA,triangle,Three lights made up shape of triangle&#44 stationary.  One big round red-orange sphere&#44 moved across the sky&#44 slowly&#44 disappeared,2000
carnation,WA,triangle,An unusual triangular craft passed over our house tonight&#44 traveling S.W.&#44 low &amp; silent.,2014
castle rock,WA,triangle,Three glowing reddish orange spheres hovering then maneuvering at fairly close range.,2012
centralia,WA,triangle,Nov. 16&#442005 Place: Centralia Washington- 4/10ths mile West of I-5 Hwy on Cooks Hill Road &amp; Scammon Creek Road  It was about 21:00 hrs,2005
centralia,WA,triangle,the hair on my neck is still standing&#44theres&#44no dought in my mind this was a UFO,2001
centralia,WA,triangle,A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.,1989
cheney,WA,triangle,Several white triangular objects in the sky above our meadow&#44 way too high to be birds,2012
cheney,WA,triangle,Come and watch for yourself&#33 (Venus??),2004
chico,WA,triangle,Two lights joined by a third to form a triangular shape hovering ESE of Chico&#44 Washington.,2010
cinebar,WA,triangle,Bright lights in triangle turns then seems to enter space.,2012
clear lake,WA,triangle,Triangular shaped UFOs,2008
college place,WA,triangle,Stationary streetlight looking craft/tri-lit orange/green/red UFO hovering through College Place&#44 WA,2012
covington,WA,triangle,Triangle shaped with six lights underneath.  One side of the triangle was red&#44 one other side was blue.  Both of these sides had a hori,1997
des moines,WA,triangle,V shaped object passed over my house with no sound. 2 red lights on end of v tips and white blinking lights on the bottom. Red lights b,2012
diamond lake,WA,triangle,Trianle w/bright colored lights seen hovering above Diamond Lake and moving all over the place.,2005
dupont,WA,triangle,Three hanging orange lights spaced at intervals&#44 emmitting a saucer-shaped glow&#44 slowly chaning into a triangle shaped pattern.,2003
duvall,WA,triangle,Three bright lights in the sky&#44 possibly above the Novelty Hill area of Redmond&#44 WA.,2008
duvall,WA,triangle,The bright red object moved at speed from one place to enother then stop and started again - with no sound at all.,2011
east wenatchee,WA,triangle,3 lights in a triangle shape that were different color from the stars.,2013
east wenatchee,WA,triangle,Two triangle shaped green and pink craft seen flying in a mist from east to west,2003
east wenatchee,WA,triangle,Black triangle spotted over home after I heard loud lets fly by my house.,2010
edmonds,WA,triangle,Triangle craft seen in Edmonds,2006
edmonds,WA,triangle,Follow-up on triangle sighting.,2003
edmonds,WA,triangle,Triangle (100-150&#39 per side) w/ three bright lights travelling about 20MPH at 200-300&#39 AGL (above ground level).,2003
edmonds,WA,triangle,day light sighting of a dark triangle,1997
edmonds,WA,triangle,A triangle craft spotted in Edmonds washington. 500 Lights On Object0: Yes,2007
edmonds,WA,triangle,Triangle over Edmonds,2004
elk,WA,triangle,Triangles and helicopters give chase,2004
ellensburg,WA,triangle,A large&#44 triangle shaped UFO spotted in Ellensburg&#44 WA with three solid white lights and one flashing red light.,2012
ellensburg,WA,triangle,Triangle/Boomerang shape over Ellensburg--University Way area,2007
ellensburg,WA,triangle,Bright yellow orbs in a triangular formation with blue and red lights flying close to the ground in Ellensburg&#44 WA,2012
